"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"ßC"	"%RH"	"hPa"	""	""	""	""	""
"2014/07/11 18:17'45"	"41831.7623263889"	"  22.6000"	"  54.0000"	"  985.0000"	""	""	""	""	""	
"2014/07/11 18:18'05"	"41831.7625578704"	"  22.6000"	"  54.0000"	"  985.0000"	""	""	""	""	""	
"2014/07/11 18:18'25"	"41831.7627893519"	"  22.6000"	"  54.0000"	"  985.0000"	""	""	""	""	""	
"2014/07/11 18:18'45"	"41831.7630208333"	"  22.6000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:19'05"	"41831.7632523148"	"  22.7000"	"  54.0000"	"  985.0000"	""	""	""	""	""	
"2014/07/11 18:19'25"	"41831.7634837963"	"  22.7000"	"  54.0000"	"  985.0000"	""	""	""	""	""	
"2014/07/11 18:19'45"	"41831.7637152778"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:20'05"	"41831.7639467593"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:20'25"	"41831.7641782407"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:20'45"	"41831.7644097222"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:21'05"	"41831.7646412037"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:21'25"	"41831.7648726852"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:21'45"	"41831.7651041667"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:22'05"	"41831.7653356481"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:22'25"	"41831.7655671296"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:22'45"	"41831.7657986111"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:23'05"	"41831.7660300926"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:23'25"	"41831.7662615741"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:23'45"	"41831.7664930556"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:24'05"	"41831.7667245370"	"  22.6000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:24'25"	"41831.7669560185"	"  22.6000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:24'45"	"41831.7671875000"	"  22.6000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:25'05"	"41831.7674189815"	"  22.6000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:25'25"	"41831.7676504630"	"  22.6000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:25'45"	"41831.7678819444"	"  22.6000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:26'05"	"41831.7681134259"	"  22.6000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:26'25"	"41831.7683449074"	"  22.6000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:26'45"	"41831.7685763889"	"  22.6000"	"  54.0000"	"  985.0000"	""	""	""	""	""	
"2014/07/11 18:27'05"	"41831.7688078704"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:27'25"	"41831.7690393519"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:27'45"	"41831.7692708333"	"  22.7000"	"  54.0000"	"  985.0000"	""	""	""	""	""	
"2014/07/11 18:28'05"	"41831.7695023148"	"  22.7000"	"  54.0000"	"  985.0000"	""	""	""	""	""	
"2014/07/11 18:28'25"	"41831.7697337963"	"  22.8000"	"  54.0000"	"  985.0000"	""	""	""	""	""	
"2014/07/11 18:28'45"	"41831.7699652778"	"  22.8000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:29'05"	"41831.7701967593"	"  22.8000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:29'25"	"41831.7704282407"	"  22.8000"	"  54.0000"	"  985.0000"	""	""	""	""	""	
"2014/07/11 18:29'45"	"41831.7706597222"	"  22.8000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:30'05"	"41831.7708912037"	"  22.8000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:30'25"	"41831.7711226852"	"  22.8000"	"  54.0000"	"  985.0000"	""	""	""	""	""	
"2014/07/11 18:30'45"	"41831.7713541667"	"  22.8000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:31'05"	"41831.7715856481"	"  22.8000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:31'25"	"41831.7718171296"	"  22.8000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:31'45"	"41831.7720486111"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:32'05"	"41831.7722800926"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:32'25"	"41831.7725115741"	"  22.7000"	"  54.0000"	"  985.0000"	""	""	""	""	""	
"2014/07/11 18:32'45"	"41831.7727430556"	"  22.7000"	"  54.0000"	"  985.0000"	""	""	""	""	""	
"2014/07/11 18:33'05"	"41831.7729745370"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:33'25"	"41831.7732060185"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:33'45"	"41831.7734375000"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:34'05"	"41831.7736689815"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:34'25"	"41831.7739004630"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:34'45"	"41831.7741319444"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:35'05"	"41831.7743634259"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:35'25"	"41831.7745949074"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:35'45"	"41831.7748263889"	"  22.7000"	"  54.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:36'05"	"41831.7750578704"	"  22.7000"	"  54.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:36'25"	"41831.7752893519"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:36'45"	"41831.7755208333"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:37'05"	"41831.7757523148"	"  22.7000"	"  54.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:37'25"	"41831.7759837963"	"  22.7000"	"  54.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:37'45"	"41831.7762152778"	"  22.7000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:38'05"	"41831.7764467593"	"  22.7000"	"  54.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:38'25"	"41831.7766782407"	"  22.7000"	"  54.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:38'45"	"41831.7769097222"	"  22.7000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:39'05"	"41831.7771412037"	"  22.6000"	"  54.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:39'25"	"41831.7773726852"	"  22.6000"	"  54.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:39'45"	"41831.7776041667"	"  22.6000"	"  54.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:40'05"	"41831.7778356481"	"  22.6000"	"  54.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:40'25"	"41831.7780671296"	"  22.7000"	"  53.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:40'45"	"41831.7782986111"	"  22.6000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:41'05"	"41831.7785300926"	"  22.6000"	"  54.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:41'25"	"41831.7787615741"	"  22.6000"	"  54.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:41'45"	"41831.7789930556"	"  22.6000"	"  54.0000"	"  985.3000"	""	""	""	""	""	
"2014/07/11 18:42'05"	"41831.7792245370"	"  22.6000"	"  54.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:42'25"	"41831.7794560185"	"  22.6000"	"  54.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:42'45"	"41831.7796875000"	"  22.6000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:43'05"	"41831.7799189815"	"  22.6000"	"  54.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:43'25"	"41831.7801504630"	"  22.6000"	"  53.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:43'45"	"41831.7803819444"	"  22.6000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:44'05"	"41831.7806134259"	"  22.6000"	"  53.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:44'25"	"41831.7808449074"	"  22.6000"	"  53.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:44'45"	"41831.7810763889"	"  22.6000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:45'05"	"41831.7813078704"	"  22.6000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:45'25"	"41831.7815393519"	"  22.6000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:45'45"	"41831.7817708333"	"  22.6000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:46'05"	"41831.7820023148"	"  22.6000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:46'25"	"41831.7822337963"	"  22.6000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:46'45"	"41831.7824652778"	"  22.6000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:47'05"	"41831.7826967593"	"  22.6000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:47'25"	"41831.7829282407"	"  22.6000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:47'45"	"41831.7831597222"	"  22.6000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:48'05"	"41831.7833912037"	"  22.6000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:48'25"	"41831.7836226852"	"  22.6000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:48'45"	"41831.7838541667"	"  22.6000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:49'05"	"41831.7840856481"	"  22.6000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:49'25"	"41831.7843171296"	"  22.6000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:49'45"	"41831.7845486111"	"  22.7000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:50'05"	"41831.7847800926"	"  22.7000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:50'25"	"41831.7850115741"	"  22.7000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:50'45"	"41831.7852430556"	"  22.7000"	"  53.0000"	"  985.1000"	""	""	""	""	""	
"2014/07/11 18:51'05"	"41831.7854745370"	"  22.7000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:51'25"	"41831.7857060185"	"  22.7000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:51'45"	"41831.7859375000"	"  22.7000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:52'05"	"41831.7861689815"	"  22.7000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:52'25"	"41831.7864004630"	"  22.7000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:52'45"	"41831.7866319444"	"  22.6000"	"  54.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:53'05"	"41831.7868634259"	"  22.6000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:53'25"	"41831.7870949074"	"  22.6000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:53'45"	"41831.7873263889"	"  22.6000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:54'05"	"41831.7875578704"	"  22.6000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:54'25"	"41831.7877893519"	"  22.6000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:54'45"	"41831.7880208333"	"  22.6000"	"  53.0000"	"  985.2000"	""	""	""	""	""	
"2014/07/11 18:55'05"	"41831.7882523148"	"  22.6000"	"  53.0000"	"  985.3000"	""	""	""	""	""	
"2014/07/11 18:55'25"	"41831.7884837963"	"  22.6000"	"  53.0000"	"  985.3000"	""	""	""	""	""	
"2014/07/11 18:55'45"	"41831.7887152778"	"  22.6000"	"  53.0000"	"  985.3000"	""	""	""	""	""	
"2014/07/11 18:56'05"	"41831.7889467593"	"  22.6000"	"  53.0000"	"  985.3000"	""	""	""	""	""	
"2014/07/11 18:56'25"	"41831.7891782407"	"  22.6000"	"  53.0000"	"  985.3000"	""	""	""	""	""	
"2014/07/11 18:56'45"	"41831.7894097222"	"  22.6000"	"  53.0000"	"  985.3000"	""	""	""	""	""	
"2014/07/11 18:57'05"	"41831.7896412037"	"  22.6000"	"  53.0000"	"  985.3000"	""	""	""	""	""	
"2014/07/11 18:57'25"	"41831.7898726852"	"  22.6000"	"  53.0000"	"  985.3000"	""	""	""	""	""	
"2014/07/11 18:57'45"	"41831.7901041667"	"  22.6000"	"  53.0000"	"  985.3000"	""	""	""	""	""	
"2014/07/11 18:58'05"	"41831.7903356481"	"  22.6000"	"  53.0000"	"  985.3000"	""	""	""	""	""	
"2014/07/11 18:58'25"	"41831.7905671296"	"  22.6000"	"  53.0000"	"  985.4000"	""	""	""	""	""	
"2014/07/11 18:58'45"	"41831.7907986111"	"  22.6000"	"  53.0000"	"  985.4000"	""	""	""	""	""	
"2014/07/11 18:59'05"	"41831.7910300926"	"  22.6000"	"  53.0000"	"  985.4000"	""	""	""	""	""	
"2014/07/11 18:59'25"	"41831.7912615741"	"  22.6000"	"  53.0000"	"  985.4000"	""	""	""	""	""	
"2014/07/11 18:59'45"	"41831.7914930556"	"  22.6000"	"  53.0000"	"  985.4000"	""	""	""	""	""	
"2014/07/11 19:00'05"	"41831.7917245370"	"  22.6000"	"  53.0000"	"  985.4000"	""	""	""	""	""	
"2014/07/11 19:00'25"	"41831.7919560185"	"  22.6000"	"  53.0000"	"  985.4000"	""	""	""	""	""	
"2014/07/11 19:00'45"	"41831.7921875000"	"  22.6000"	"  53.0000"	"  985.4000"	""	""	""	""	""	
"2014/07/11 19:01'05"	"41831.7924189815"	"  22.6000"	"  53.0000"	"  985.4000"	""	""	""	""	""	
"2014/07/11 19:01'25"	"41831.7926504630"	"  22.6000"	"  53.0000"	"  985.4000"	""	""	""	""	""	
"2014/07/11 19:01'45"	"41831.7928819444"	"  22.6000"	"  53.0000"	"  985.4000"	""	""	""	""	""	
"2014/07/11 19:02'05"	"41831.7931134259"	"  22.6000"	"  53.0000"	"  985.4000"	""	""	""	""	""	
"2014/07/11 19:02'25"	"41831.7933449074"	"  22.6000"	"  53.0000"	"  985.4000"	""	""	""	""	""	
"2014/07/11 19:02'45"	"41831.7935763889"	"  22.6000"	"  53.0000"	"  985.5000"	""	""	""	""	""	
"2014/07/11 19:03'05"	"41831.7938078704"	"  22.6000"	"  53.0000"	"  985.5000"	""	""	""	""	""	
"2014/07/11 19:03'25"	"41831.7940393519"	"  22.6000"	"  54.0000"	"  985.5000"	""	""	""	""	""	
"2014/07/11 19:03'45"	"41831.7942708333"	"  22.5000"	"  54.0000"	"  985.4000"	""	""	""	""	""	
"2014/07/11 19:04'05"	"41831.7945023148"	"  22.5000"	"  54.0000"	"  985.5000"	""	""	""	""	""	
"2014/07/11 19:04'25"	"41831.7947337963"	"  22.5000"	"  54.0000"	"  985.5000"	""	""	""	""	""	
"2014/07/11 19:04'45"	"41831.7949652778"	"  22.5000"	"  54.0000"	"  985.4000"	""	""	""	""	""	
"2014/07/11 19:05'05"	"41831.7951967593"	"  22.5000"	"  54.0000"	"  985.5000"	""	""	""	""	""	
"2014/07/11 19:05'25"	"41831.7954282407"	"  22.5000"	"  54.0000"	"  985.5000"	""	""	""	""	""	
"2014/07/11 19:05'45"	"41831.7956597222"	"  22.5000"	"  54.0000"	"  985.4000"	""	""	""	""	""	
"2014/07/11 19:06'05"	"41831.7958912037"	"  22.5000"	"  54.0000"	"  985.4000"	""	""	""	""	""	
"2014/07/11 19:06'25"	"41831.7961226852"	"  22.5000"	"  54.0000"	"  985.5000"	""	""	""	""	""	
"2014/07/11 19:06'45"	"41831.7963541667"	"  22.5000"	"  54.0000"	"  985.5000"	""	""	""	""	""	
"2014/07/11 19:07'05"	"41831.7965856481"	"  22.5000"	"  54.0000"	"  985.5000"	""	""	""	""	""	
"2014/07/11 19:07'25"	"41831.7968171296"	"  22.6000"	"  54.0000"	"  985.5000"	""	""	""	""	""	
"2014/07/11 19:07'45"	"41831.7970486111"	"  22.5000"	"  54.0000"	"  985.5000"	""	""	""	""	""	
"2014/07/11 19:08'05"	"41831.7972800926"	"  22.5000"	"  54.0000"	"  985.5000"	""	""	""	""	""	
"2014/07/11 19:08'25"	"41831.7975115741"	"  22.6000"	"  54.0000"	"  985.6000"	""	""	""	""	""	
"2014/07/11 19:08'45"	"41831.7977430556"	"  22.6000"	"  54.0000"	"  985.5000"	""	""	""	""	""	
"2014/07/11 19:09'05"	"41831.7979745370"	"  22.6000"	"  54.0000"	"  985.5000"	""	""	""	""	""	
"2014/07/11 19:09'25"	"41831.7982060185"	"  22.6000"	"  54.0000"	"  985.5000"	""	""	""	""	""	
"2014/07/11 19:09'45"	"41831.7984375000"	"  22.6000"	"  54.0000"	"  985.5000"	""	""	""	""	""	
"2014/07/11 19:10'05"	"41831.7986689815"	"  22.6000"	"  54.0000"	"  985.5000"	""	""	""	""	""	
"2014/07/11 19:10'25"	"41831.7989004630"	"  22.6000"	"  54.0000"	"  985.5000"	""	""	""	""	""	
"2014/07/11 19:10'45"	"41831.7991319444"	"  22.6000"	"  54.0000"	"  985.5000"	""	""	""	""	""	
"2014/07/11 19:11'05"	"41831.7993634259"	""	""	""	""	""	""	""	""	
